series_name,team_name,player_name,position_name,match_played,total_points,total_raid_points,tackle_points,total_raids,success_raids,unsuccess_raids,empty_raid,super_raids,success_raid_percent,tackle_success_rate,total_tackles,success_tackles,unsuccesful_tackles,super_tackles,most_point_in_a_match,green_cards,yellow_cards,red_cards
 Season 6,Bengal Warriors,Rinku Narwal,Defender,15.0,21.0,1.0,20.0,7.0,1.0,2.0,4.0,0.0,14.28,39.21,51.0,19.0,32.0,1.0,5.0,0.0,0.0,0.0
 Season 7,Bengal Warriors,Rinku Narwal,Defender,19.0,51.0,0.0,51.0,3.0,0.0,0.0,3.0,0.0,0.0,47.22,108.0,49.0,59.0,2.0,5.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Rinku Narwal,Defender,47.0,91.0,2.0,89.0,18.0,2.0,2.0,14.0,0.0,11.11,46.84,190.0,82.0,108.0,7.0,7.0,1.0,0.0,0.0
 Season 5,Puneri Paltan,Vikash Khatri,Raider,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Puneri Paltan,Vikash Khatri,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Puneri Paltan,Vikash Khatri,Raider,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 5,,Rakshith,,6.0,14.0,12.0,2.0,22.0,11.0,5.0,6.0,0.0,54.54,50.0,4.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0
 Season 6,,Rakshith,,11.0,14.0,14.0,0.0,39.0,12.0,16.0,11.0,0.0,35.89,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0
 Overall,,Rakshith,,17.0,28.0,26.0,2.0,61.0,23.0,21.0,17.0,0.0,42.62,25.0,8.0,2.0,6.0,0.0,6.0,1.0,0.0,0.0
 Season 6,Bengal Warriors,Vittal Meti,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Vittal Meti,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,U.P. Yoddha,Amit,"Defender, left cover",14.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35,31.0,5.0,26.0,1.0,2.0,2.0,0.0,0.0
 Season 7,U.P. Yoddha,Amit,"Defender, left cover",17.0,24.0,2.0,22.0,14.0,1.0,0.0,13.0,0.0,14.28,36.06,61.0,20.0,41.0,2.0,4.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Amit,"Defender, left cover",31.0,30.0,2.0,28.0,14.0,1.0,0.0,13.0,0.0,14.28,30.43,92.0,25.0,67.0,3.0,4.0,2.0,0.0,0.0
 Season 6,Bengaluru Bulls,Anand V,Raider,3.0,3.0,3.0,0.0,15.0,3.0,5.0,7.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Anand V,Raider,3.0,3.0,3.0,0.0,15.0,3.0,5.0,7.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Gujarat Fortunegiants,Ruturaj Shivaji Koravi,Defender,23.0,47.0,0.0,47.0,3.0,0.0,0.0,3.0,0.0,0.0,38.84,121.0,44.0,77.0,3.0,5.0,2.0,0.0,0.0
 Season 7,Gujarat Fortunegiants,Ruturaj Shivaji Koravi,Defender,13.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,35.0,10.0,25.0,0.0,2.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Ruturaj Shivaji Koravi,Defender,36.0,57.0,0.0,57.0,3.0,0.0,0.0,3.0,0.0,0.0,36.53,156.0,54.0,102.0,3.0,5.0,2.0,0.0,0.0
 Season 6,U Mumba,Arjun Deshwal,Raider,3.0,4.0,4.0,0.0,11.0,3.0,3.0,5.0,0.0,36.36,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
 Season 7,U Mumba,Arjun Deshwal,Raider,16.0,78.0,76.0,2.0,148.0,57.0,36.0,55.0,2.0,51.35,40.0,5.0,2.0,3.0,0.0,15.0,1.0,0.0,0.0
 Overall,U Mumba,Arjun Deshwal,Raider,19.0,82.0,80.0,2.0,159.0,60.0,39.0,60.0,2.0,50.31,40.0,5.0,2.0,3.0,0.0,15.0,1.0,0.0,0.0
 Season 7,U Mumba,Ajinkya Rohidas Kapre,All Rounder,2.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
 Overall,U Mumba,Ajinkya Rohidas Kapre,All Rounder,2.0,1.0,1.0,0.0,5.0,1.0,2.0,2.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Siddharth Sirish Desai,Raider,21.0,221.0,218.0,3.0,321.0,169.0,72.0,80.0,10.0,67.91,33.33,9.0,3.0,6.0,0.0,19.0,0.0,0.0,0.0
 Season 7,Telugu Titans,Siddharth Sirish Desai,Raider,18.0,177.0,174.0,3.0,272.0,143.0,74.0,55.0,6.0,63.97,50.0,6.0,3.0,3.0,0.0,23.0,0.0,0.0,0.0
 Overall,Telugu Titans,Siddharth Sirish Desai,Raider,39.0,398.0,392.0,6.0,593.0,312.0,146.0,135.0,16.0,66.1,40.0,15.0,6.0,9.0,0.0,23.0,0.0,0.0,0.0
 Season 6,U Mumba,Abhishek Singh,Raider,15.0,53.0,47.0,6.0,117.0,38.0,21.0,58.0,1.0,40.17,31.57,19.0,6.0,13.0,0.0,13.0,1.0,0.0,0.0
 Season 7,U Mumba,Abhishek Singh,Raider,16.0,109.0,108.0,1.0,234.0,93.0,43.0,98.0,2.0,46.15,8.33,12.0,1.0,11.0,0.0,13.0,0.0,0.0,0.0
 Overall,U Mumba,Abhishek Singh,Raider,31.0,162.0,155.0,7.0,351.0,131.0,64.0,156.0,3.0,44.15,22.58,31.0,7.0,24.0,0.0,13.0,1.0,0.0,0.0
 Season 6,Jaipur Pink Panthers,Brijendra Singh Chaudhary,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Brijendra Singh Chaudhary,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Anil,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Anil,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,U.P. Yoddha,Gurdeep,All Rounder,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Gurdeep,All Rounder,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66,3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Tamil Thalaivas,Victor Onyango Obiero,All Rounder,3.0,6.0,6.0,0.0,7.0,4.0,3.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
 Season 7,Tamil Thalaivas,Victor Onyango Obiero,All Rounder,3.0,8.0,6.0,2.0,8.0,4.0,2.0,2.0,0.0,75.0,40.0,5.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0
 Overall,Tamil Thalaivas,Victor Onyango Obiero,All Rounder,6.0,14.0,12.0,2.0,15.0,8.0,5.0,2.0,0.0,80.0,40.0,5.0,1.0,4.0,1.0,5.0,0.0,0.0,0.0
 Season 6,U.P. Yoddha,Md. Masud Karim,Raider,3.0,3.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 7,U.P. Yoddha,Md. Masud Karim,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Md. Masud Karim,Raider,3.0,3.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 7,Jaipur Pink Panthers,Milinda Chathuranga,Raider,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Jaipur Pink Panthers,Milinda Chathuranga,Raider,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Bengal Warriors,Amir Santosh Dhumal,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Amir Santosh Dhumal,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Mahesh Maruti Magdum,All Rounder,4.0,7.0,7.0,0.0,12.0,5.0,6.0,1.0,0.0,58.33,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Mahesh Maruti Magdum,All Rounder,4.0,7.0,7.0,0.0,12.0,5.0,6.0,1.0,0.0,58.33,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
 Season 7,Patna Pirates,Naveen,Raider,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Patna Pirates,Naveen,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Patna Pirates,Naveen,Raider,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Gujarat Fortunegiants,Amit Jaivir Sharma,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Amit Jaivir Sharma,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Bengaluru Bulls,Jawahar Vivek K,"Defender, left corner",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengaluru Bulls,Jawahar Vivek K,"Defender, left corner",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Telugu Titans,C Manoj Kumar,"Defender, left cover",12.0,14.0,10.0,4.0,21.0,7.0,9.0,5.0,0.0,47.61,30.76,13.0,4.0,9.0,0.0,3.0,1.0,0.0,0.0
 Overall,Telugu Titans,C Manoj Kumar,"Defender, left cover",12.0,14.0,10.0,4.0,21.0,7.0,9.0,5.0,0.0,47.61,30.76,13.0,4.0,9.0,0.0,3.0,1.0,0.0,0.0
 Season 6,Tamil Thalaivas,Abhinandan Chandel,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Tamil Thalaivas,Abhinandan Chandel,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,U.P. Yoddha,Bhanu Pratap Tomar,Raider,6.0,9.0,9.0,0.0,22.0,6.0,11.0,5.0,0.0,40.9,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Bhanu Pratap Tomar,Raider,6.0,9.0,9.0,0.0,22.0,6.0,11.0,5.0,0.0,40.9,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
 Season 7,Tamil Thalaivas,Yashwant Bishnoi,Raider,2.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Tamil Thalaivas,Yashwant Bishnoi,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Tamil Thalaivas,Yashwant Bishnoi,Raider,2.0,0.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
 Season 7,U.P. Yoddha,Surender Gill,Raider,14.0,55.0,47.0,8.0,142.0,36.0,36.0,70.0,0.0,33.09,66.66,12.0,7.0,5.0,1.0,8.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Surender Gill,Raider,14.0,55.0,47.0,8.0,142.0,36.0,36.0,70.0,0.0,33.09,66.66,12.0,7.0,5.0,1.0,8.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Rajnish,Raider,4.0,9.0,9.0,0.0,26.0,8.0,8.0,10.0,0.0,34.61,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0
 Season 7,Telugu Titans,Rajnish,Raider,10.0,45.0,43.0,2.0,89.0,31.0,20.0,38.0,1.0,48.31,28.57,7.0,2.0,5.0,0.0,11.0,0.0,0.0,0.0
 Overall,Telugu Titans,Rajnish,Raider,14.0,54.0,52.0,2.0,115.0,39.0,28.0,48.0,1.0,45.21,20.0,10.0,2.0,8.0,0.0,11.0,0.0,0.0,0.0
 Season 6,Puneri Paltan,Amit Kumar,Raider,6.0,8.0,8.0,0.0,29.0,4.0,7.0,18.0,1.0,27.58,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0
 Season 7,Puneri Paltan,Amit Kumar,Raider,12.0,35.0,17.0,18.0,60.0,12.0,20.0,28.0,0.0,28.33,48.64,37.0,17.0,20.0,1.0,9.0,0.0,0.0,0.0
 Overall,Puneri Paltan,Amit Kumar,Raider,18.0,43.0,25.0,18.0,89.0,16.0,27.0,46.0,1.0,28.08,45.0,40.0,17.0,23.0,1.0,9.0,0.0,0.0,0.0
 Season 6,Gujarat Fortunegiants,Anil,All Rounder,2.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Anil,All Rounder,2.0,0.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Dabang Delhi K.C.,Naveen Kumar,Raider,22.0,177.0,172.0,5.0,307.0,144.0,63.0,100.0,3.0,56.02,41.66,12.0,4.0,8.0,1.0,15.0,0.0,0.0,0.0
 Season 7,Dabang Delhi K.C.,Naveen Kumar,Raider,18.0,224.0,222.0,2.0,364.0,185.0,52.0,127.0,2.0,60.98,33.33,6.0,2.0,4.0,0.0,17.0,0.0,0.0,0.0
 Overall,Dabang Delhi K.C.,Naveen Kumar,Raider,40.0,401.0,394.0,7.0,671.0,329.0,115.0,227.0,5.0,58.71,38.88,18.0,6.0,12.0,1.0,17.0,0.0,0.0,0.0
 Season 6,U.P. Yoddha,Arkam Shaikh,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,U.P. Yoddha,Arkam Shaikh,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Arkam Shaikh,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Armaan,All Rounder,4.0,15.0,13.0,2.0,23.0,9.0,8.0,6.0,1.0,56.52,200.0,1.0,1.0,0.0,1.0,13.0,0.0,0.0,0.0
 Season 7,Telugu Titans,Armaan,All Rounder,6.0,9.0,9.0,0.0,32.0,6.0,13.0,13.0,1.0,28.12,0.0,7.0,0.0,7.0,0.0,4.0,0.0,0.0,0.0
 Overall,Telugu Titans,Armaan,All Rounder,10.0,24.0,22.0,2.0,55.0,15.0,21.0,19.0,2.0,40.0,25.0,8.0,1.0,7.0,1.0,13.0,0.0,0.0,0.0
 Season 7,Telugu Titans,Mula Siva Ganesh Reddy,Raider,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Telugu Titans,Mula Siva Ganesh Reddy,Raider,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Bengal Warriors,Mithin Kumar,Raider,3.0,3.0,3.0,0.0,10.0,2.0,3.0,5.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Mithin Kumar,Raider,3.0,3.0,3.0,0.0,10.0,2.0,3.0,5.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Gujarat Fortunegiants,Lalit Chaudhary,Raider,3.0,7.0,3.0,4.0,7.0,1.0,4.0,2.0,0.0,42.85,100.0,4.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0
 Season 7,Gujarat Fortunegiants,Lalit Chaudhary,Raider,4.0,5.0,2.0,3.0,11.0,1.0,6.0,4.0,0.0,18.18,150.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Lalit Chaudhary,Raider,7.0,12.0,5.0,7.0,18.0,2.0,10.0,6.0,0.0,27.77,116.66,6.0,5.0,1.0,2.0,5.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Kamal Singh,Raider,8.0,15.0,13.0,2.0,35.0,7.0,8.0,20.0,0.0,37.14,33.33,6.0,1.0,5.0,1.0,6.0,0.0,0.0,0.0
 Season 7,Telugu Titans,Kamal Singh,Raider,3.0,2.0,0.0,2.0,8.0,0.0,2.0,6.0,0.0,0.0,33.33,6.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0
 Overall,Telugu Titans,Kamal Singh,Raider,11.0,17.0,13.0,4.0,43.0,7.0,10.0,26.0,0.0,30.23,33.33,12.0,3.0,9.0,1.0,6.0,0.0,0.0,0.0
 Season 6,U Mumba,Gaurav Kumar,Raider,3.0,2.0,2.0,0.0,10.0,2.0,5.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 7,U Mumba,Gaurav Kumar,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,U Mumba,Gaurav Kumar,Raider,3.0,2.0,2.0,0.0,10.0,2.0,5.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Gujarat Fortunegiants,Dharmender,Raider,4.0,5.0,5.0,0.0,6.0,2.0,4.0,0.0,1.0,83.33,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
 Overall,Gujarat Fortunegiants,Dharmender,Raider,4.0,5.0,5.0,0.0,6.0,2.0,4.0,0.0,1.0,83.33,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
 Season 6,Bengal Warriors,Bhuvneshwar Gaur,Raider,6.0,6.0,6.0,0.0,7.0,3.0,4.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 7,Bengal Warriors,Bhuvneshwar Gaur,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Bhuvneshwar Gaur,Raider,6.0,6.0,6.0,0.0,7.0,3.0,4.0,0.0,0.0,85.71,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 6,U.P. Yoddha,Azad Singh,Raider,9.0,23.0,21.0,2.0,48.0,14.0,15.0,19.0,1.0,43.75,40.0,5.0,2.0,3.0,0.0,8.0,2.0,0.0,0.0
 Season 7,U.P. Yoddha,Azad Singh,Raider,4.0,6.0,6.0,0.0,26.0,3.0,9.0,14.0,0.0,23.07,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Azad Singh,Raider,13.0,29.0,27.0,2.0,74.0,17.0,24.0,33.0,1.0,36.48,33.33,6.0,2.0,4.0,0.0,8.0,2.0,0.0,0.0
 Season 6,Haryana Steelers,Arun Kumar HN,Raider,2.0,1.0,1.0,0.0,5.0,1.0,3.0,1.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
 Season 7,Haryana Steelers,Arun Kumar HN,Raider,2.0,2.0,2.0,0.0,4.0,1.0,3.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Arun Kumar HN,Raider,4.0,3.0,3.0,0.0,9.0,2.0,6.0,1.0,0.0,33.33,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
 Season 6,U Mumba,Mohit Balyan,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,U Mumba,Mohit Balyan,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,U Mumba,Mohit Balyan,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,U.P. Yoddha,Ankush,Raider,3.0,7.0,6.0,1.0,6.0,4.0,2.0,0.0,0.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Ankush,Raider,3.0,7.0,6.0,1.0,6.0,4.0,2.0,0.0,0.0,100.0,100.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Ankit Beniwal,Raider,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Telugu Titans,Ankit Beniwal,Raider,6.0,8.0,7.0,1.0,17.0,5.0,8.0,4.0,0.0,41.17,50.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
 Overall,Telugu Titans,Ankit Beniwal,Raider,7.0,8.0,7.0,1.0,20.0,5.0,10.0,5.0,0.0,35.0,50.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Tamil Thalaivas,Anand,Raider,3.0,8.0,8.0,0.0,17.0,7.0,4.0,6.0,0.0,47.05,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
 Season 7,Tamil Thalaivas,Anand,Raider,5.0,6.0,6.0,0.0,13.0,3.0,5.0,5.0,1.0,46.15,0.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0
 Overall,Tamil Thalaivas,Anand,Raider,8.0,14.0,14.0,0.0,30.0,10.0,9.0,11.0,1.0,46.66,0.0,3.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0
 Season 6,Haryana Steelers,Sudhanshu Tyagi,"Defender, right cover",13.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,31.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Sudhanshu Tyagi,"Defender, right cover",13.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,31.0,4.0,27.0,0.0,1.0,0.0,0.0,0.0
 Season 7,U.P. Yoddha,Sumit,"Defender, left corner",17.0,60.0,2.0,58.0,6.0,1.0,1.0,4.0,0.0,33.33,54.71,106.0,58.0,48.0,0.0,6.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Sumit,"Defender, left corner",17.0,60.0,2.0,58.0,6.0,1.0,1.0,4.0,0.0,33.33,54.71,106.0,58.0,48.0,0.0,6.0,0.0,0.0,0.0
 Season 7,U Mumba,Harsh Vardhan,"Defender, right corner",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
 Overall,U Mumba,Harsh Vardhan,"Defender, right corner",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Tamil Thalaivas,Vimal Raj V,All Rounder,5.0,2.0,2.0,0.0,10.0,2.0,4.0,4.0,0.0,20.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
 Overall,Tamil Thalaivas,Vimal Raj V,All Rounder,5.0,2.0,2.0,0.0,10.0,2.0,4.0,4.0,0.0,20.0,0.0,5.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Telugu Titans,Anuj Kumar,"Defender, right cover",7.0,6.0,1.0,5.0,5.0,1.0,0.0,4.0,0.0,20.0,45.45,11.0,4.0,7.0,1.0,2.0,0.0,0.0,0.0
 Overall,Telugu Titans,Anuj Kumar,"Defender, right cover",7.0,6.0,1.0,5.0,5.0,1.0,0.0,4.0,0.0,20.0,45.45,11.0,4.0,7.0,1.0,2.0,0.0,0.0,0.0
 Season 6,Haryana Steelers,Amit Singh,"Defender, right cover",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Amit Singh,"Defender, right cover",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 7,Gujarat Fortunegiants,Sonu Gahlawat,"Defender, left corner",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
