series_name,team_name,player_name,position_name,match_played,total_points,total_raid_points,tackle_points,total_raids,success_raids,unsuccess_raids,empty_raid,super_raids,success_raid_percent,tackle_success_rate,total_tackles,success_tackles,unsuccesful_tackles,super_tackles,most_point_in_a_match,green_cards,yellow_cards,red_cards
 Season 6,Bengal Warriors,Manoj Dhull,"Defender, right corner",8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,18.0,3.0,15.0,1.0,2.0,0.0,0.0,0.0
 Overall,Bengal Warriors,Manoj Dhull,"Defender, right corner",27.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,32.87,73.0,23.0,50.0,1.0,4.0,1.0,0.0,0.0
 Season 2,U.P. Yoddha,Surender Singh,Raider,2.0,8.0,5.0,3.0,16.0,4.0,6.0,6.0,0.0,31.25,50.0,6.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0
 Season 3,U.P. Yoddha,Surender Singh,Raider,12.0,45.0,44.0,1.0,106.0,34.0,27.0,45.0,2.0,41.5,9.09,11.0,1.0,10.0,0.0,9.0,1.0,0.0,0.0
 Season 4,U.P. Yoddha,Surender Singh,Raider,11.0,11.0,9.0,2.0,43.0,7.0,18.0,18.0,0.0,20.93,25.0,8.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0
 Season 5,U.P. Yoddha,Surender Singh,Raider,18.0,70.0,68.0,2.0,131.0,47.0,35.0,49.0,2.0,51.9,8.69,23.0,2.0,21.0,0.0,11.0,0.0,0.0,0.0
 Season 6,U.P. Yoddha,Surender Singh,Raider,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
 Season 7,U.P. Yoddha,Surender Singh,Raider,4.0,11.0,10.0,1.0,23.0,5.0,11.0,7.0,0.0,43.47,25.0,4.0,1.0,3.0,0.0,5.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Surender Singh,Raider,48.0,145.0,136.0,9.0,320.0,97.0,98.0,125.0,4.0,42.5,16.98,53.0,9.0,44.0,0.0,11.0,1.0,0.0,0.0
 Season 2,Haryana Steelers,Ravi Kumar,"Defender, right cover",13.0,37.0,0.0,37.0,22.0,0.0,3.0,19.0,0.0,0.0,60.65,61.0,33.0,28.0,4.0,8.0,0.0,0.0,0.0
 Season 3,Haryana Steelers,Ravi Kumar,"Defender, right cover",12.0,9.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,37.5,24.0,8.0,16.0,1.0,2.0,0.0,0.0,0.0
 Season 4,Haryana Steelers,Ravi Kumar,"Defender, right cover",5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
 Season 5,Haryana Steelers,Ravi Kumar,"Defender, right cover",23.0,30.0,0.0,30.0,2.0,0.0,0.0,2.0,0.0,0.0,44.11,68.0,28.0,40.0,2.0,4.0,1.0,0.0,0.0
 Season 6,Haryana Steelers,Ravi Kumar,"Defender, right cover",22.0,40.0,0.0,40.0,2.0,0.0,0.0,2.0,0.0,0.0,41.66,96.0,33.0,63.0,7.0,6.0,0.0,0.0,0.0
 Season 7,Haryana Steelers,Ravi Kumar,"Defender, right cover",15.0,34.0,0.0,34.0,2.0,0.0,0.0,2.0,0.0,0.0,47.88,71.0,30.0,41.0,4.0,6.0,0.0,0.0,0.0
 Overall,Haryana Steelers,Ravi Kumar,"Defender, right cover",90.0,150.0,0.0,150.0,34.0,0.0,4.0,30.0,0.0,0.0,45.59,329.0,132.0,197.0,18.0,8.0,1.0,0.0,0.0
 Season 2,Patna Pirates,Tushar Patil,Raider,6.0,15.0,15.0,0.0,38.0,15.0,12.0,11.0,0.0,39.47,0.0,3.0,0.0,3.0,0.0,6.0,1.0,0.0,0.0
 Season 3,Patna Pirates,Tushar Patil,Raider,13.0,22.0,22.0,0.0,57.0,16.0,14.0,27.0,2.0,38.59,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0
 Season 4,Patna Pirates,Tushar Patil,Raider,8.0,15.0,14.0,1.0,31.0,11.0,13.0,7.0,0.0,45.16,16.66,6.0,1.0,5.0,0.0,8.0,0.0,0.0,0.0
 Season 5,Patna Pirates,Tushar Patil,Raider,17.0,67.0,64.0,3.0,156.0,49.0,43.0,64.0,3.0,41.02,18.75,16.0,3.0,13.0,0.0,8.0,1.0,0.0,0.0
 Season 6,Patna Pirates,Tushar Patil,Raider,9.0,20.0,20.0,0.0,38.0,13.0,11.0,14.0,0.0,52.63,0.0,5.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0
 Overall,Patna Pirates,Tushar Patil,Raider,53.0,139.0,135.0,4.0,320.0,104.0,93.0,123.0,5.0,42.18,11.11,36.0,4.0,32.0,0.0,8.0,3.0,0.0,0.0
 Season 2,Dabang Delhi K.C.,Yogesh Hooda,Raider,4.0,13.0,12.0,1.0,31.0,11.0,9.0,11.0,0.0,38.7,50.0,2.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0
 Season 3,Dabang Delhi K.C.,Yogesh Hooda,Raider,6.0,8.0,6.0,2.0,23.0,5.0,9.0,9.0,0.0,26.08,25.0,8.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0
 Season 4,Dabang Delhi K.C.,Yogesh Hooda,Raider,5.0,16.0,14.0,2.0,54.0,12.0,12.0,30.0,0.0,25.92,33.33,6.0,2.0,4.0,0.0,7.0,0.0,0.0,0.0
 Season 6,Dabang Delhi K.C.,Yogesh Hooda,Raider,6.0,8.0,3.0,5.0,13.0,1.0,6.0,6.0,0.0,23.07,38.46,13.0,5.0,8.0,0.0,3.0,1.0,0.0,0.0
 Overall,Dabang Delhi K.C.,Yogesh Hooda,Raider,21.0,45.0,35.0,10.0,121.0,29.0,36.0,56.0,0.0,28.92,34.48,29.0,10.0,19.0,0.0,7.0,1.0,0.0,0.0
 Season 2,Patna Pirates,Hadi Oshtorak,All Rounder,4.0,7.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,53.84,13.0,6.0,7.0,1.0,5.0,0.0,0.0,0.0
 Season 3,Patna Pirates,Hadi Oshtorak,All Rounder,10.0,18.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,45.0,40.0,17.0,23.0,1.0,4.0,0.0,0.0,0.0
 Season 4,Patna Pirates,Hadi Oshtorak,All Rounder,7.0,13.0,1.0,12.0,1.0,0.0,1.0,0.0,0.0,100.0,57.14,21.0,9.0,12.0,3.0,5.0,0.0,0.0,0.0
 Season 5,Patna Pirates,Hadi Oshtorak,All Rounder,16.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36,55.0,17.0,38.0,3.0,4.0,4.0,0.0,0.0
 Season 6,Patna Pirates,Hadi Oshtorak,All Rounder,13.0,18.0,6.0,12.0,11.0,4.0,2.0,5.0,0.0,54.54,41.37,29.0,12.0,17.0,0.0,5.0,3.0,0.0,0.0
 Season 7,Patna Pirates,Hadi Oshtorak,All Rounder,19.0,43.0,8.0,35.0,38.0,4.0,2.0,32.0,0.0,21.05,44.3,79.0,29.0,50.0,6.0,5.0,6.0,0.0,0.0
 Overall,Patna Pirates,Hadi Oshtorak,All Rounder,69.0,119.0,15.0,104.0,52.0,8.0,7.0,37.0,0.0,28.84,43.88,237.0,90.0,147.0,14.0,5.0,13.0,0.0,0.0
 Season 2,Patna Pirates,Hyunil Park,All Rounder,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,50.0,50.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
 Season 3,Patna Pirates,Hyunil Park,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,Patna Pirates,Hyunil Park,All Rounder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,Patna Pirates,Hyunil Park,All Rounder,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,50.0,50.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0
 Season 2,Dabang Delhi K.C.,Meraj Sheykh,All Rounder,15.0,38.0,29.0,9.0,43.0,18.0,16.0,9.0,3.0,67.44,39.13,23.0,9.0,14.0,0.0,11.0,1.0,0.0,0.0
 Season 3,Dabang Delhi K.C.,Meraj Sheykh,All Rounder,14.0,48.0,27.0,21.0,70.0,20.0,20.0,30.0,0.0,38.57,55.26,38.0,18.0,20.0,3.0,11.0,0.0,0.0,0.0
 Season 4,Dabang Delhi K.C.,Meraj Sheykh,All Rounder,14.0,75.0,63.0,12.0,178.0,42.0,26.0,110.0,4.0,35.39,40.0,30.0,9.0,21.0,3.0,11.0,0.0,0.0,0.0
 Season 5,Dabang Delhi K.C.,Meraj Sheykh,All Rounder,20.0,104.0,96.0,8.0,292.0,76.0,51.0,165.0,3.0,32.87,21.62,37.0,8.0,29.0,0.0,14.0,2.0,0.0,0.0
 Season 6,Dabang Delhi K.C.,Meraj Sheykh,All Rounder,19.0,97.0,94.0,3.0,213.0,71.0,48.0,94.0,6.0,44.13,18.75,16.0,3.0,13.0,0.0,15.0,1.0,0.0,0.0
 Season 7,Dabang Delhi K.C.,Meraj Sheykh,All Rounder,12.0,31.0,30.0,1.0,64.0,22.0,20.0,22.0,1.0,46.87,50.0,2.0,1.0,1.0,0.0,12.0,0.0,0.0,0.0
 Overall,Dabang Delhi K.C.,Meraj Sheykh,All Rounder,94.0,393.0,339.0,54.0,860.0,249.0,181.0,430.0,17.0,39.41,36.98,146.0,48.0,98.0,6.0,15.0,4.0,0.0,0.0
 Season 2,Patna Pirates,Kuldeep Singh,All Rounder,14.0,62.0,28.0,34.0,82.0,20.0,25.0,37.0,1.0,34.14,56.66,60.0,30.0,30.0,4.0,7.0,4.0,0.0,0.0
 Season 3,Patna Pirates,Kuldeep Singh,All Rounder,10.0,21.0,7.0,14.0,35.0,5.0,11.0,19.0,0.0,20.0,53.84,26.0,11.0,15.0,3.0,5.0,1.0,0.0,0.0
 Season 4,Patna Pirates,Kuldeep Singh,All Rounder,15.0,42.0,8.0,34.0,75.0,7.0,9.0,59.0,0.0,10.66,51.51,66.0,29.0,37.0,5.0,7.0,3.0,0.0,0.0
 Season 5,Patna Pirates,Kuldeep Singh,All Rounder,20.0,47.0,16.0,31.0,41.0,7.0,13.0,21.0,1.0,39.02,37.34,83.0,25.0,58.0,6.0,7.0,2.0,0.0,0.0
 Season 6,Patna Pirates,Kuldeep Singh,All Rounder,7.0,10.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,37.03,27.0,8.0,19.0,2.0,4.0,2.0,0.0,0.0
 Overall,Patna Pirates,Kuldeep Singh,All Rounder,66.0,182.0,59.0,123.0,234.0,39.0,58.0,137.0,2.0,25.21,46.94,262.0,103.0,159.0,20.0,7.0,12.0,0.0,0.0
 Season 5,U.P. Yoddha,Sulieman Kabir,Raider,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 2,U.P. Yoddha,Sulieman Kabir,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 6,U.P. Yoddha,Sulieman Kabir,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,U.P. Yoddha,Sulieman Kabir,Raider,2.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Season 2,U Mumba,Fazel Atrachali,"Defender, left corner",5.0,12.0,1.0,11.0,4.0,1.0,1.0,2.0,0.0,25.0,84.61,13.0,9.0,4.0,2.0,7.0,1.0,0.0,0.0
 Season 3,U Mumba,Fazel Atrachali,"Defender, left corner",11.0,33.0,1.0,32.0,2.0,0.0,1.0,1.0,0.0,50.0,69.56,46.0,32.0,14.0,0.0,6.0,0.0,1.0,0.0
 Season 4,U Mumba,Fazel Atrachali,"Defender, left corner",16.0,52.0,0.0,52.0,1.0,0.0,0.0,1.0,0.0,0.0,72.22,72.0,45.0,27.0,7.0,8.0,1.0,1.0,0.0
 Season 5,U Mumba,Fazel Atrachali,"Defender, left corner",24.0,57.0,0.0,57.0,11.0,0.0,2.0,9.0,0.0,0.0,57.57,99.0,54.0,45.0,3.0,9.0,4.0,0.0,0.0
 Season 6,U Mumba,Fazel Atrachali,"Defender, left corner",23.0,83.0,0.0,83.0,14.0,0.0,0.0,14.0,0.0,0.0,63.84,130.0,80.0,50.0,3.0,7.0,8.0,0.0,0.0
 Season 7,U Mumba,Fazel Atrachali,"Defender, left corner",18.0,59.0,2.0,57.0,13.0,1.0,1.0,11.0,0.0,15.38,58.76,97.0,54.0,43.0,3.0,6.0,3.0,0.0,0.0
 Overall,U Mumba,Fazel Atrachali,"Defender, left corner",97.0,296.0,4.0,292.0,45.0,2.0,5.0,38.0,0.0,8.88,63.89,457.0,274.0,183.0,18.0,9.0,17.0,2.0,0.0
 Season 2,U Mumba,Rohit Baliyan,Raider,5.0,12.0,12.0,0.0,25.0,11.0,6.0,8.0,0.0,48.0,0.0,4.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0
 Season 3,U Mumba,Rohit Baliyan,Raider,11.0,56.0,54.0,2.0,107.0,44.0,20.0,43.0,2.0,50.46,11.76,17.0,2.0,15.0,0.0,11.0,1.0,0.0,0.0
 Season 5,U Mumba,Rohit Baliyan,Raider,17.0,74.0,65.0,9.0,165.0,55.0,34.0,76.0,1.0,39.39,32.14,28.0,9.0,19.0,0.0,11.0,0.0,0.0,0.0
 Season 6,U Mumba,Rohit Baliyan,Raider,19.0,108.0,94.0,14.0,188.0,82.0,31.0,75.0,1.0,50.0,43.75,32.0,13.0,19.0,1.0,11.0,3.0,0.0,0.0
 Season 7,U Mumba,Rohit Baliyan,Raider,15.0,46.0,42.0,4.0,131.0,29.0,27.0,75.0,2.0,32.06,36.36,11.0,3.0,8.0,1.0,9.0,0.0,0.0,0.0
 Season 4,U Mumba,Rohit Baliyan,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
 Overall,U Mumba,Rohit Baliyan,Raider,67.0,296.0,267.0,29.0,616.0,221.0,118.0,277.0,6.0,43.34,31.52,92.0,27.0,65.0,2.0,11.0,4.0,0.0,0.0
 Season 2,Haryana Steelers,Selvamani K,Raider,10.0,14.0,14.0,0.0,24.0,9.0,5.0,10.0,1.0,58.33,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0
 Season 3,Haryana Steelers,Selvamani K,Raider,8.0,39.0,38.0,1.0,92.0,29.0,15.0,48.0,1.0,41.3,16.66,6.0,1.0,5.0,0.0,10.0,0.0,0.0,0.0
 Season 4,Haryana Steelers,Selvamani K,Raider,13.0,45.0,45.0,0.0,106.0,34.0,19.0,53.0,1.0,42.45,0.0,8.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0
 Season 5,Haryana Steelers,Selvamani K,Raider,3.0,4.0,4.0,0.0,14.0,3.0,6.0,5.0,0.0,28.57,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
 Season 6,Haryana Steelers,Selvamani K,Raider,15.0,41.0,38.0,3.0,82.0,27.0,19.0,36.0,3.0,46.34,33.33,9.0,3.0,6.0,0.0,11.0,0.0,0.0,0.0
